"EventId","Timestamp","Level","EventType","Source","ShareId","ItemId","Message","Detail"
"9773d4035c124a1dbe9b36aa657326c0","2026-06-05T17:24:41.3505302Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0002","","Resolved share target \\WINSERVER\SSEnt0002","C:\ShareSurferEnterpriseLab\Enterprise\Share0002"
"94401e38fe2d489fb1a272db44cd1af6","2026-06-05T17:24:41.3542997Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0002","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0002","C:\ShareSurferEnterpriseLab\Enterprise\Share0002"
"c9b1b4dd0d64489d9fe66e42569aef8a","2026-06-05T17:24:41.8904930Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0003","","Resolved share target \\WINSERVER\SSEnt0003","C:\ShareSurferEnterpriseLab\Enterprise\Share0003"
"15a7a13c97bf4c1ba319e7b155a1c488","2026-06-05T17:24:41.8919283Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0003","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0003","C:\ShareSurferEnterpriseLab\Enterprise\Share0003"
"5d8e599fef324ac081a60000588c1920","2026-06-05T17:24:42.4120881Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0004","","Resolved share target \\WINSERVER\SSEnt0004","C:\ShareSurferEnterpriseLab\Enterprise\Share0004"
"83657ac25ff3411b89f87c5418ef2c0b","2026-06-05T17:24:42.4156546Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0004","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0004","C:\ShareSurferEnterpriseLab\Enterprise\Share0004"
"b309f3f27a044389a2a34951168a1ef2","2026-06-05T17:24:42.9261600Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0005","","Resolved share target \\WINSERVER\SSEnt0005","C:\ShareSurferEnterpriseLab\Enterprise\Share0005"
"c8e3255873cc488fa154a8bfb05f5ba1","2026-06-05T17:24:42.9302693Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0005","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0005","C:\ShareSurferEnterpriseLab\Enterprise\Share0005"
"87d0794df04b4ed08e9ec460e61d2c9f","2026-06-05T17:24:43.4802002Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0006","","Resolved share target \\WINSERVER\SSEnt0006","C:\ShareSurferEnterpriseLab\Enterprise\Share0006"
"be21256d9caa46b281188441437e5d8c","2026-06-05T17:24:43.4819533Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0006","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0006","C:\ShareSurferEnterpriseLab\Enterprise\Share0006"
"719f453f5d74446a968da923bc0db0e5","2026-06-05T17:24:44.0347450Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0007","","Resolved share target \\WINSERVER\SSEnt0007","C:\ShareSurferEnterpriseLab\Enterprise\Share0007"
"fc466f44c50645f58d9dc63557238bdf","2026-06-05T17:24:44.0367635Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0007","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0007","C:\ShareSurferEnterpriseLab\Enterprise\Share0007"
"12ded856b6884cf1815902a6a48923c3","2026-06-05T17:24:44.6517162Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0008","","Resolved share target \\WINSERVER\SSEnt0008","C:\ShareSurferEnterpriseLab\Enterprise\Share0008"
"3245e6e63ff0477e9a030af6e850df03","2026-06-05T17:24:44.6544734Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0008","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0008","C:\ShareSurferEnterpriseLab\Enterprise\Share0008"
"0af05761bb7246d8ae66cfaad300ac64","2026-06-05T17:24:45.1300391Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0009","","Resolved share target \\WINSERVER\SSEnt0009","C:\ShareSurferEnterpriseLab\Enterprise\Share0009"
"09e7ff771bc14467a4a9751f24f80299","2026-06-05T17:24:45.1320509Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0009","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0009","C:\ShareSurferEnterpriseLab\Enterprise\Share0009"
"8214350aabdf44309eb138940948e4a4","2026-06-05T17:24:45.6193985Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0010","","Resolved share target \\WINSERVER\SSEnt0010","C:\ShareSurferEnterpriseLab\Enterprise\Share0010"
"538e4505e18c422c8ca85bb7185c328d","2026-06-05T17:24:45.6214125Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0010","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0010","C:\ShareSurferEnterpriseLab\Enterprise\Share0010"
"606a853c07aa40dda73eba5cafee8cbe","2026-06-05T17:24:46.0700525Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0011","","Resolved share target \\WINSERVER\SSEnt0011","C:\ShareSurferEnterpriseLab\Enterprise\Share0011"
"532ba12a1e654ab3a1ad9a84fb65addd","2026-06-05T17:24:46.0720658Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0011","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0011","C:\ShareSurferEnterpriseLab\Enterprise\Share0011"
"483bca380d444e48bbd2f532a4bed105","2026-06-05T17:24:46.5558604Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0012","","Resolved share target \\WINSERVER\SSEnt0012","C:\ShareSurferEnterpriseLab\Enterprise\Share0012"
"9de75b34fe3b4859b029b09a80b20d0c","2026-06-05T17:24:46.5598888Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0012","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0012","C:\ShareSurferEnterpriseLab\Enterprise\Share0012"
"5b004b3f20864c9fa096ef725dc2d46b","2026-06-05T17:24:47.0717685Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0013","","Resolved share target \\WINSERVER\SSEnt0013","C:\ShareSurferEnterpriseLab\Enterprise\Share0013"
"0ade9e34b536450fa82f8237055331af","2026-06-05T17:24:47.0735240Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0013","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0013","C:\ShareSurferEnterpriseLab\Enterprise\Share0013"
"01f60e6edefb405dac7816df7ae52bb5","2026-06-05T17:24:47.6110519Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0014","","Resolved share target \\WINSERVER\SSEnt0014","C:\ShareSurferEnterpriseLab\Enterprise\Share0014"
"2932aa7cb4bf4e1ea2b69043d2c01ef7","2026-06-05T17:24:47.6144248Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0014","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0014","C:\ShareSurferEnterpriseLab\Enterprise\Share0014"
"3c5a61155e784a5e93d217ade6e0b982","2026-06-05T17:24:48.2662284Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0015","","Resolved share target \\WINSERVER\SSEnt0015","C:\ShareSurferEnterpriseLab\Enterprise\Share0015"
"822e37bc672147a599843b96d6b42a37","2026-06-05T17:24:48.2682483Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0015","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0015","C:\ShareSurferEnterpriseLab\Enterprise\Share0015"
"1e860dcb672940e6a6674d129fc69225","2026-06-05T17:24:48.7371817Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0016","","Resolved share target \\WINSERVER\SSEnt0016","C:\ShareSurferEnterpriseLab\Enterprise\Share0016"
"f12665a8cf49420ea78f1a2586cf8212","2026-06-05T17:24:48.7396728Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0016","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0016","C:\ShareSurferEnterpriseLab\Enterprise\Share0016"
"29c8bb2edaae4268a722db4286959c47","2026-06-05T17:24:49.2622079Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0017","","Resolved share target \\WINSERVER\SSEnt0017","C:\ShareSurferEnterpriseLab\Enterprise\Share0017"
"c0635f3f313844d8a6afa1aa63f22155","2026-06-05T17:24:49.2642189Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0017","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0017","C:\ShareSurferEnterpriseLab\Enterprise\Share0017"
"6bbd02408d8c41b8add0bbf88900b8c0","2026-06-05T17:24:49.7302142Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0018","","Resolved share target \\WINSERVER\SSEnt0018","C:\ShareSurferEnterpriseLab\Enterprise\Share0018"
"fc6d343821d24a5fac30a65e0e9be28a","2026-06-05T17:24:49.7362558Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0018","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0018","C:\ShareSurferEnterpriseLab\Enterprise\Share0018"
"3930621c111a42e7bc5a879a7293024e","2026-06-05T17:24:50.2928563Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0019","","Resolved share target \\WINSERVER\SSEnt0019","C:\ShareSurferEnterpriseLab\Enterprise\Share0019"
"284c807d25864d7a9d436214fc2b323e","2026-06-05T17:24:50.2964031Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0019","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0019","C:\ShareSurferEnterpriseLab\Enterprise\Share0019"
"b29fe50fe79249e5becc1b5fcdfa9c8e","2026-06-05T17:24:50.8053282Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0020","","Resolved share target \\WINSERVER\SSEnt0020","C:\ShareSurferEnterpriseLab\Enterprise\Share0020"
"3e5b7d4bc2c94a24a4b043914be99a8d","2026-06-05T17:24:50.8073407Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0020","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0020","C:\ShareSurferEnterpriseLab\Enterprise\Share0020"
"bd66fce15c414317841a175d9b22e67e","2026-06-05T17:24:51.3254038Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0021","","Resolved share target \\WINSERVER\SSEnt0021","C:\ShareSurferEnterpriseLab\Enterprise\Share0021"
"0597305f61334226b10443e207c21047","2026-06-05T17:24:51.3274179Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0021","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0021","C:\ShareSurferEnterpriseLab\Enterprise\Share0021"
"7fe8786adc9943c6ae60a49d92cce92f","2026-06-05T17:24:51.8387226Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0022","","Resolved share target \\WINSERVER\SSEnt0022","C:\ShareSurferEnterpriseLab\Enterprise\Share0022"
"3aed96a24ee74d7387b917a076fd7347","2026-06-05T17:24:51.8407614Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0022","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0022","C:\ShareSurferEnterpriseLab\Enterprise\Share0022"
"fd7700d6f7d3474b842ae0171a4ba3a2","2026-06-05T17:24:52.3472931Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0023","","Resolved share target \\WINSERVER\SSEnt0023","C:\ShareSurferEnterpriseLab\Enterprise\Share0023"
"29cf60862d4c4c6c92056cf4fcd78949","2026-06-05T17:24:52.3513374Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0023","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0023","C:\ShareSurferEnterpriseLab\Enterprise\Share0023"
"90da76f6fca741b7bbe874b5e948480c","2026-06-05T17:24:52.8385307Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0024","","Resolved share target \\WINSERVER\SSEnt0024","C:\ShareSurferEnterpriseLab\Enterprise\Share0024"
"572cc21bd43f40d09b3f91c0b5b19cfc","2026-06-05T17:24:52.8405485Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0024","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0024","C:\ShareSurferEnterpriseLab\Enterprise\Share0024"
"1c6c644fdc15426ebc65e5f5832f0499","2026-06-05T17:24:53.3176300Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0025","","Resolved share target \\WINSERVER\SSEnt0025","C:\ShareSurferEnterpriseLab\Enterprise\Share0025"
"aafa53bedc124745b329b375d448c079","2026-06-05T17:24:53.3196472Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0025","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0025","C:\ShareSurferEnterpriseLab\Enterprise\Share0025"
"60efc28227df44eb803ac3e791c5d67c","2026-06-05T17:24:53.9117802Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0026","","Resolved share target \\WINSERVER\SSEnt0026","C:\ShareSurferEnterpriseLab\Enterprise\Share0026"
"737079ae1d964e48b0d5bd7e229db650","2026-06-05T17:24:53.9133167Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0026","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0026","C:\ShareSurferEnterpriseLab\Enterprise\Share0026"
"64df2718eefc4006839a0bc8c7d9989d","2026-06-05T17:24:54.4984189Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0027","","Resolved share target \\WINSERVER\SSEnt0027","C:\ShareSurferEnterpriseLab\Enterprise\Share0027"
"4cf04a99faa445c0a5313b0e94a09b64","2026-06-05T17:24:54.4984189Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0027","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0027","C:\ShareSurferEnterpriseLab\Enterprise\Share0027"
"35ea324d6bd74dccb1bd3f36fd4bd1a7","2026-06-05T17:24:54.9687385Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0028","","Resolved share target \\WINSERVER\SSEnt0028","C:\ShareSurferEnterpriseLab\Enterprise\Share0028"
"212ed6a88ee0474a9fc9bbf65c20b035","2026-06-05T17:24:54.9707517Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0028","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0028","C:\ShareSurferEnterpriseLab\Enterprise\Share0028"
"054b678c05654885bb0adf11a651c48d","2026-06-05T17:24:55.4657405Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0029","","Resolved share target \\WINSERVER\SSEnt0029","C:\ShareSurferEnterpriseLab\Enterprise\Share0029"
"ddf955fdfe734b16be6f421e431bd361","2026-06-05T17:24:55.4677633Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0029","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0029","C:\ShareSurferEnterpriseLab\Enterprise\Share0029"
"eab31e10164940d1a137b4ba571be15a","2026-06-05T17:24:56.0469326Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0030","","Resolved share target \\WINSERVER\SSEnt0030","C:\ShareSurferEnterpriseLab\Enterprise\Share0030"
"4a4dba590b0d40feaf39fe2008ac402f","2026-06-05T17:24:56.0489448Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0030","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0030","C:\ShareSurferEnterpriseLab\Enterprise\Share0030"
"677fa27608524fc6b024f126af1906bd","2026-06-05T17:24:56.6706957Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0031","","Resolved share target \\WINSERVER\SSEnt0031","C:\ShareSurferEnterpriseLab\Enterprise\Share0031"
"8ee3d518a26b4e1589278a5049ad11d1","2026-06-05T17:24:56.6782396Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0031","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0031","C:\ShareSurferEnterpriseLab\Enterprise\Share0031"
"8f5d9af0e16f44e39e2c8b2c68991fb0","2026-06-05T17:24:57.1956821Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0032","","Resolved share target \\WINSERVER\SSEnt0032","C:\ShareSurferEnterpriseLab\Enterprise\Share0032"
"f1f3bfb21af74cb8a613b8f4872b0367","2026-06-05T17:24:57.2034700Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0032","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0032","C:\ShareSurferEnterpriseLab\Enterprise\Share0032"
"d1c9eb1c0c1b495bb85cecafd60f3ec1","2026-06-05T17:24:57.6961324Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0033","","Resolved share target \\WINSERVER\SSEnt0033","C:\ShareSurferEnterpriseLab\Enterprise\Share0033"
"0418edb408ca406391101f8096f59414","2026-06-05T17:24:57.6981583Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0033","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0033","C:\ShareSurferEnterpriseLab\Enterprise\Share0033"
"3fefa746a731479c9297cc15f5ffb2fc","2026-06-05T17:24:58.2542887Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0034","","Resolved share target \\WINSERVER\SSEnt0034","C:\ShareSurferEnterpriseLab\Enterprise\Share0034"
"c0e92b12182a4e4fbc5b5fb2e9ce0049","2026-06-05T17:24:58.2562997Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0034","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0034","C:\ShareSurferEnterpriseLab\Enterprise\Share0034"
"b357f3b379af4369960ba30657617c3d","2026-06-05T17:24:58.7851118Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0035","","Resolved share target \\WINSERVER\SSEnt0035","C:\ShareSurferEnterpriseLab\Enterprise\Share0035"
"e9efcfbe11d940ee816c5f8bb3fa8653","2026-06-05T17:24:58.7871259Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0035","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0035","C:\ShareSurferEnterpriseLab\Enterprise\Share0035"
"1b5d4d07f73c4691a32992dbff2c9086","2026-06-05T17:24:59.3216869Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0036","","Resolved share target \\WINSERVER\SSEnt0036","C:\ShareSurferEnterpriseLab\Enterprise\Share0036"
"f06ebc6693e24dcdb0ecc65c83e348c6","2026-06-05T17:24:59.3237087Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0036","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0036","C:\ShareSurferEnterpriseLab\Enterprise\Share0036"
"c4eb127ce0674cbeb5de7aa74b2529b7","2026-06-05T17:24:59.8305513Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0037","","Resolved share target \\WINSERVER\SSEnt0037","C:\ShareSurferEnterpriseLab\Enterprise\Share0037"
"18455e8ab4554cac8972f2f240468e08","2026-06-05T17:24:59.8325676Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0037","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0037","C:\ShareSurferEnterpriseLab\Enterprise\Share0037"
"83f1d4a52119414081d040223f494d8a","2026-06-05T17:25:00.3248986Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0038","","Resolved share target \\WINSERVER\SSEnt0038","C:\ShareSurferEnterpriseLab\Enterprise\Share0038"
"675abfeeea8b40be84d3fa2a675208e8","2026-06-05T17:25:00.3269100Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0038","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0038","C:\ShareSurferEnterpriseLab\Enterprise\Share0038"
"fb507fa8f6fc4622a6be68c492670895","2026-06-05T17:25:00.8111128Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0039","","Resolved share target \\WINSERVER\SSEnt0039","C:\ShareSurferEnterpriseLab\Enterprise\Share0039"
"8757b41a8d0e4238a6f591881c6ae858","2026-06-05T17:25:00.8192513Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0039","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0039","C:\ShareSurferEnterpriseLab\Enterprise\Share0039"
"68fcfc103aac47209e2504cdaea4a037","2026-06-05T17:25:01.2675100Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0040","","Resolved share target \\WINSERVER\SSEnt0040","C:\ShareSurferEnterpriseLab\Enterprise\Share0040"
"a6d5ab3b80b84efa8838427ca458bac4","2026-06-05T17:25:01.2695232Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0040","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0040","C:\ShareSurferEnterpriseLab\Enterprise\Share0040"
"204b348276be415aa8e8adbebecb9d6e","2026-06-05T17:25:01.9187590Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0041","","Resolved share target \\WINSERVER\SSEnt0041","C:\ShareSurferEnterpriseLab\Enterprise\Share0041"
"90dbac55864642cd9ef8f0f78619a288","2026-06-05T17:25:01.9207823Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0041","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0041","C:\ShareSurferEnterpriseLab\Enterprise\Share0041"
"acd1046d094f4627a201e8d69650a494","2026-06-05T17:25:02.5582747Z","Info","ShareTargetResolved","Get-SmbShare","share-WINSERVER-SSEnt0042","","Resolved share target \\WINSERVER\SSEnt0042","C:\ShareSurferEnterpriseLab\Enterprise\Share0042"
"ea2cfc339db34bef9a7cc60c240c023c","2026-06-05T17:25:02.5600293Z","Info","TargetPathResolved","TargetPath","share-WINSERVER-SSEnt0042","","Resolved target path C:\ShareSurferEnterpriseLab\Enterprise\Share0042","C:\ShareSurferEnterpriseLab\Enterprise\Share0042"
