"ItemId","ShareId","FullPath","Identity","Rights","AccessControlType","IsInherited","InheritanceFlags","PropagationFlags","Depth"
"387ad190ceec4976a776ccce2d7a5805","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\Projects","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","1"
"387ad190ceec4976a776ccce2d7a5805","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\Projects","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","1"
"387ad190ceec4976a776ccce2d7a5805","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\Projects","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","1"
"b3b0b57b717149e49ad61d5421fcd31f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture01.txt","LAB\SS-Eng-Readers","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"b3b0b57b717149e49ad61d5421fcd31f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture01.txt","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"b3b0b57b717149e49ad61d5421fcd31f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture01.txt","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"b3b0b57b717149e49ad61d5421fcd31f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture01.txt","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"b3b0b57b717149e49ad61d5421fcd31f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture01.txt","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"5d8a3db3c54c4d019ed2ead7b1e96e82","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture02.txt","LAB\SS-Eng-Readers","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"5d8a3db3c54c4d019ed2ead7b1e96e82","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture02.txt","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"5d8a3db3c54c4d019ed2ead7b1e96e82","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture02.txt","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"5d8a3db3c54c4d019ed2ead7b1e96e82","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture02.txt","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"5d8a3db3c54c4d019ed2ead7b1e96e82","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture02.txt","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"f7dab68ac153467597af2cad50af552d","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture03.txt","LAB\SS-Eng-Readers","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"f7dab68ac153467597af2cad50af552d","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture03.txt","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"f7dab68ac153467597af2cad50af552d","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture03.txt","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"f7dab68ac153467597af2cad50af552d","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture03.txt","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"f7dab68ac153467597af2cad50af552d","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture03.txt","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"b389826666684cc08d7c475c5e085e87","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture04.txt","LAB\SS-Eng-Readers","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"b389826666684cc08d7c475c5e085e87","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture04.txt","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"b389826666684cc08d7c475c5e085e87","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture04.txt","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"b389826666684cc08d7c475c5e085e87","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture04.txt","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"b389826666684cc08d7c475c5e085e87","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture04.txt","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"97e2c2d7fe3748fc8867b6c401389c1e","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture05.txt","LAB\SS-Eng-Readers","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"97e2c2d7fe3748fc8867b6c401389c1e","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture05.txt","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"97e2c2d7fe3748fc8867b6c401389c1e","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture05.txt","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"97e2c2d7fe3748fc8867b6c401389c1e","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture05.txt","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"97e2c2d7fe3748fc8867b6c401389c1e","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture05.txt","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"33f580cf14704b73942022e7f340f8ba","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture06.txt","LAB\SS-Eng-Readers","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"33f580cf14704b73942022e7f340f8ba","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture06.txt","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"33f580cf14704b73942022e7f340f8ba","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture06.txt","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"33f580cf14704b73942022e7f340f8ba","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture06.txt","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"33f580cf14704b73942022e7f340f8ba","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture06.txt","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"7c75dc8fd0344b889f21132aaea13311","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture07.txt","LAB\SS-Eng-Readers","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"7c75dc8fd0344b889f21132aaea13311","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture07.txt","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"7c75dc8fd0344b889f21132aaea13311","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture07.txt","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"7c75dc8fd0344b889f21132aaea13311","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture07.txt","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"7c75dc8fd0344b889f21132aaea13311","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture07.txt","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"dd7c19e45eaa4f7eab90e9bf834fee7f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture08.txt","LAB\SS-Eng-Readers","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"dd7c19e45eaa4f7eab90e9bf834fee7f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture08.txt","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"dd7c19e45eaa4f7eab90e9bf834fee7f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture08.txt","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"dd7c19e45eaa4f7eab90e9bf834fee7f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture08.txt","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"dd7c19e45eaa4f7eab90e9bf834fee7f","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\EnterpriseEvidence\Fixture08.txt","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"6a30403f57ef4d31a3cea10998a9eeeb","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\Projects\sample.txt","LAB\SS-Eng-Readers","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"6a30403f57ef4d31a3cea10998a9eeeb","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\Projects\sample.txt","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"6a30403f57ef4d31a3cea10998a9eeeb","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\Projects\sample.txt","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"6a30403f57ef4d31a3cea10998a9eeeb","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\Projects\sample.txt","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"6a30403f57ef4d31a3cea10998a9eeeb","share-WINSERVER-SSEngineering","C:\ShareSurferEnterpriseLab\Engineering\Projects\sample.txt","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"2deb2ac500a449e0b7aaedd33aae050b","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001","BUILTIN\Administrators","FullControl","Allow","True","None","None","0"
"2deb2ac500a449e0b7aaedd33aae050b","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","0"
"2deb2ac500a449e0b7aaedd33aae050b","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","0"
"2deb2ac500a449e0b7aaedd33aae050b","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","0"
"2deb2ac500a449e0b7aaedd33aae050b","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","0"
"2deb2ac500a449e0b7aaedd33aae050b","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","0"
"2deb2ac500a449e0b7aaedd33aae050b","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","0"
"2deb2ac500a449e0b7aaedd33aae050b","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","0"
"c5dab3674dd6497ba512834124ad5fb7","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02","BUILTIN\Administrators","FullControl","Allow","True","None","None","1"
"c5dab3674dd6497ba512834124ad5fb7","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","1"
"c5dab3674dd6497ba512834124ad5fb7","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","1"
"c5dab3674dd6497ba512834124ad5fb7","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","1"
"c5dab3674dd6497ba512834124ad5fb7","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","1"
"c5dab3674dd6497ba512834124ad5fb7","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","1"
"c5dab3674dd6497ba512834124ad5fb7","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","1"
"c5dab3674dd6497ba512834124ad5fb7","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","1"
"03d8a8ae8129485fbdcfccb1a8e4afc4","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02","BUILTIN\Administrators","FullControl","Allow","True","None","None","2"
"03d8a8ae8129485fbdcfccb1a8e4afc4","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","2"
"03d8a8ae8129485fbdcfccb1a8e4afc4","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","2"
"03d8a8ae8129485fbdcfccb1a8e4afc4","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","2"
"03d8a8ae8129485fbdcfccb1a8e4afc4","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","2"
"03d8a8ae8129485fbdcfccb1a8e4afc4","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","2"
"03d8a8ae8129485fbdcfccb1a8e4afc4","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","2"
"03d8a8ae8129485fbdcfccb1a8e4afc4","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","2"
"d7ebc148480b438489bd053d2e4bc982","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02","BUILTIN\Administrators","FullControl","Allow","True","None","None","3"
"d7ebc148480b438489bd053d2e4bc982","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","3"
"d7ebc148480b438489bd053d2e4bc982","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","3"
"d7ebc148480b438489bd053d2e4bc982","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","3"
"d7ebc148480b438489bd053d2e4bc982","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","3"
"d7ebc148480b438489bd053d2e4bc982","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","3"
"d7ebc148480b438489bd053d2e4bc982","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","3"
"d7ebc148480b438489bd053d2e4bc982","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","3"
"baa47812042d44f5a3c57d817e64666c","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02","BUILTIN\Administrators","FullControl","Allow","True","None","None","4"
"baa47812042d44f5a3c57d817e64666c","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","4"
"baa47812042d44f5a3c57d817e64666c","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","4"
"baa47812042d44f5a3c57d817e64666c","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","4"
"baa47812042d44f5a3c57d817e64666c","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02","NT AUTHORITY\Authenticated Users","Modify, Synchronize","Allow","True","None","None","4"
"baa47812042d44f5a3c57d817e64666c","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02","NT AUTHORITY\Authenticated Users","-536805376","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","4"
"baa47812042d44f5a3c57d817e64666c","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02","BUILTIN\Users","ReadAndExecute, Synchronize","Allow","True","None","None","4"
"baa47812042d44f5a3c57d817e64666c","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02","BUILTIN\Users","-1610612736","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","4"
"765b63f377aa48609a489778497cd3d0","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02\Workstream02","LAB\SS-ENT-0001-Editors","Modify, Synchronize","Allow","False","ContainerInherit, ObjectInherit","None","5"
"765b63f377aa48609a489778497cd3d0","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02\Workstream02","BUILTIN\Administrators","FullControl","Allow","True","None","None","5"
"765b63f377aa48609a489778497cd3d0","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02\Workstream02","BUILTIN\Administrators","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","5"
"765b63f377aa48609a489778497cd3d0","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02\Workstream02","NT AUTHORITY\SYSTEM","FullControl","Allow","True","None","None","5"
"765b63f377aa48609a489778497cd3d0","share-WINSERVER-SSEnt0001","C:\ShareSurferEnterpriseLab\Enterprise\Share0001\Division02\Region02\Program02\Project02\Workstream02","NT AUTHORITY\SYSTEM","268435456","Allow","True","ContainerInherit, ObjectInherit","InheritOnly","5"
