"ItemId","ShareId","ItemType","FullPath","RelativePath","Depth","Owner","InheritanceEnabled","InheritanceBrokenAt"
"ID-459504942F4E","ID-24ADD11EC9B3","Directory","ID-F0AABC9140F5","","0","ID-217D54F2A1BE","True",""
"ID-645CCDBC8902","ID-685A3058033C","Directory","ID-B41A40048FD3","","0","ID-217D54F2A1BE","True",""
"ID-D18B9181D4CD","ID-7CBF69AC376A","Directory","ID-7AD794DF4159","","0","ID-217D54F2A1BE","True",""
"ID-E03D68DBC9B6","ID-A87251964273","Directory","ID-F791F8E85F11","","0","ID-217D54F2A1BE","True",""
"ID-B0FDE26CB2F3","ID-831F51DD3CC8","Directory","ID-3E2C39C8FBF9","","0","ID-217D54F2A1BE","True",""
"ID-9AB971358981","ID-3E737AE31037","Directory","ID-360AA1B9E36E","","0","ID-217D54F2A1BE","True",""
"ID-089D0A7C58AC","ID-14C8A54E7E2F","Directory","ID-29B4A3792F94","","0","ID-217D54F2A1BE","True",""
"ID-457FE2F36375","ID-5FD55FA7C962","Directory","ID-E7847F279139","","0","ID-217D54F2A1BE","True",""
"ID-985BE71C3256","ID-7112513D9FC4","Directory","ID-495CB54CDEE5","","0","ID-217D54F2A1BE","True",""
"ID-BFA8F333C7DE","ID-2788FFE1310D","Directory","ID-CB325D882E09","","0","ID-217D54F2A1BE","True",""
"ID-16BC5816643E","ID-494D91E2F01C","Directory","ID-283D6EDAF70C","","0","ID-217D54F2A1BE","True",""
"ID-51BCB0CD2FD6","ID-1A5FF23A240B","Directory","ID-C3A7729CF67C","","0","ID-217D54F2A1BE","True",""
"ID-CCA70B4C7911","ID-E29B62928EAC","Directory","ID-BFECA7828EE3","","0","ID-217D54F2A1BE","True",""
"ID-04E3F8F8BF78","ID-705132FBB983","Directory","ID-D2249F2A9DF3","","0","ID-217D54F2A1BE","True",""
"ID-7A4CF54843B1","ID-A666111AFFA0","Directory","ID-B33EB707C88E","","0","ID-217D54F2A1BE","True",""
"ID-1BC5D3D259CE","ID-C8EF6513690C","Directory","ID-2724EDA964C6","","0","ID-217D54F2A1BE","True",""
"ID-9C4232EBA0AA","ID-9E17DCD4E36F","Directory","ID-70F110451A43","","0","ID-217D54F2A1BE","True",""
"ID-11225705B6BA","ID-308E49FCD84D","Directory","ID-19E501E16765","","0","ID-217D54F2A1BE","True",""
"ID-C0CF5EBEFEE3","ID-F3A6F3B8F654","Directory","ID-DE9D02F9530E","","0","ID-217D54F2A1BE","True",""
"ID-EF5465B63B29","ID-776229634114","Directory","ID-F3A8FFCE29A0","","0","ID-217D54F2A1BE","True",""
"ID-626C9F81D511","ID-8390A3B043AA","Directory","ID-43B7DB55A53A","","0","ID-217D54F2A1BE","True",""
"ID-33C23D0FE614","ID-E87EF3CC3122","Directory","ID-B7EB5EC1A959","","0","ID-217D54F2A1BE","True",""
"ID-7BCC40A0092A","ID-0CE178E955F6","Directory","ID-A1C3D61D51DC","","0","ID-217D54F2A1BE","True",""
"ID-9EA57FF8CE5F","ID-C134A27B34F9","Directory","ID-B7B4BB934C5D","","0","ID-217D54F2A1BE","True",""
"ID-596825EB5B29","ID-467AC3C59612","Directory","ID-CD8B2B705E96","","0","ID-217D54F2A1BE","True",""
"ID-217632EC264B","ID-B8C54BECF801","Directory","ID-38B4034675B7","","0","ID-217D54F2A1BE","True",""
"ID-FF89D9125002","ID-14F183ABA571","Directory","ID-D82C7F06820B","","0","ID-217D54F2A1BE","True",""
"ID-D532A77A8764","ID-0947C5370084","Directory","ID-94DE6835A819","","0","ID-217D54F2A1BE","True",""
"ID-BDA9E045A6CC","ID-2DEEF7075A0E","Directory","ID-11C47CF5CE4D","","0","ID-217D54F2A1BE","True",""
"ID-520D334135C5","ID-45DF41C82285","Directory","ID-05AC79511E53","","0","ID-217D54F2A1BE","True",""
"ID-E54E0B41A20C","ID-617F2AEC3D19","Directory","ID-6AA3534B74DF","","0","ID-217D54F2A1BE","True",""
"ID-631B7A2F8873","ID-3D72E259E408","Directory","ID-528061F453CA","","0","ID-217D54F2A1BE","True",""
"ID-C5F27A2FB68F","ID-B3161AFA39C7","Directory","ID-E019A645A6DF","","0","ID-217D54F2A1BE","True",""
"ID-EA6138C78BC8","ID-9AB3A1D41F6F","Directory","ID-6A0634F3BEDC","","0","ID-217D54F2A1BE","True",""
"ID-05BD4DC7BDF4","ID-E151038A58F1","Directory","ID-472BD6CE70DA","","0","ID-217D54F2A1BE","True",""
"ID-A416D97B0745","ID-E687DEF6E207","Directory","ID-A25C6D85416F","","0","ID-217D54F2A1BE","True",""
"ID-00D2B829A05F","ID-1EE836D214D5","Directory","ID-06291C3D3A54","","0","ID-217D54F2A1BE","True",""
"ID-B89D3503A0D8","ID-16B17ECEA9A8","Directory","ID-FF7A3E218FF7","","0","ID-217D54F2A1BE","True",""
"ID-6341DB83BDD6","ID-90F90BE522E7","Directory","ID-05FFE1CF69C7","","0","ID-217D54F2A1BE","True",""
"ID-5990F03BD1A5","ID-7ED99E3DF14D","Directory","ID-D9059BC9877C","","0","ID-217D54F2A1BE","True",""
"ID-055D79435276","ID-8E0553952B64","Directory","ID-3F58DFEB20D2","","0","ID-217D54F2A1BE","True",""
"ID-A4926ECD8DB2","ID-F9CC6633F61F","Directory","ID-4769264CBD94","","0","ID-217D54F2A1BE","True",""
"ID-843B3F803A9F","ID-DBB1C39A0B00","Directory","ID-7C26DE890676","","0","ID-217D54F2A1BE","True",""
"ID-60B8D20D6CCD","ID-083441950D2E","Directory","ID-6887E9227873","","0","ID-217D54F2A1BE","True",""
"ID-F2ACD8693E38","ID-C4B36BC6B4AF","Directory","ID-9888785BA34F","","0","ID-217D54F2A1BE","True",""
"ID-F4891E110870","ID-C9E8ED6EE942","Directory","ID-0C38D7820722","","0","ID-217D54F2A1BE","True",""
"ID-56C55BA17EE0","ID-2289EAD8D82D","Directory","ID-53B50C7BACAE","","0","ID-217D54F2A1BE","True",""
"ID-31F3DB196C57","ID-05EDA4B1CD86","Directory","ID-F6EA6115C57B","","0","ID-217D54F2A1BE","True",""
"ID-617100316D7A","ID-14FCC0FDFB22","Directory","ID-69D2E1971000","","0","ID-217D54F2A1BE","True",""
"ID-11AEDA48079A","ID-3ADDA7F5E394","Directory","ID-91DBA78AA722","","0","ID-217D54F2A1BE","True",""
"ID-8DAA20C03866","ID-57BD8CDA7077","Directory","ID-0FA5F760FC90","","0","ID-217D54F2A1BE","True",""
"ID-9A78BA4D0824","ID-E9C60FF561F0","Directory","ID-AB3432473610","","0","ID-217D54F2A1BE","True",""
"ID-745D4CE2EC65","ID-8199F4D1D424","Directory","ID-9B5FD18D2B82","","0","ID-217D54F2A1BE","True",""
"ID-7C35E5F71A8E","ID-70BDF6B0B975","Directory","ID-66F5D4F3219E","","0","ID-217D54F2A1BE","True",""
"ID-200FD1D98DB0","ID-D8CD7F796E22","Directory","ID-EEF3D28188BB","","0","ID-217D54F2A1BE","True",""
"ID-44DCFD00E8F5","ID-C33FA51EC066","Directory","ID-1FCC74CAC2AF","","0","ID-217D54F2A1BE","True",""
"ID-B9E9A831B3A0","ID-2D18C633D625","Directory","ID-87996E71F6A3","","0","ID-217D54F2A1BE","True",""
"ID-1D5CF1CE47AF","ID-B5C59F3D2E5D","Directory","ID-9935D948A793","","0","ID-217D54F2A1BE","True",""
"ID-7632F7E42856","ID-34E2B885354B","Directory","ID-2BF123A671E3","","0","ID-217D54F2A1BE","True",""
"ID-A761DEBE5FCD","ID-86618F9EAF19","Directory","ID-3ED0527A3A7E","","0","ID-217D54F2A1BE","True",""
"ID-6847B73F1BA3","ID-875AA644BF64","Directory","ID-8A58C6928BA8","","0","ID-217D54F2A1BE","True",""
"ID-188D44C59296","ID-008890E394CB","Directory","ID-FCD5B51C9D48","","0","ID-217D54F2A1BE","True",""
"ID-1940EB1F7211","ID-3CA7D0E535EC","Directory","ID-C4ED6788F4DB","","0","ID-217D54F2A1BE","True",""
"ID-B7629783960D","ID-4F172941788F","Directory","ID-8508995EE53F","","0","ID-217D54F2A1BE","True",""
"ID-C59AAE15ADEB","ID-74D54D731E35","Directory","ID-4B448306DC12","","0","ID-217D54F2A1BE","True",""
"ID-DDA0FA5749CB","ID-1D408B14F488","Directory","ID-6E1D93AB1D31","","0","ID-217D54F2A1BE","True",""
"ID-411981C066DB","ID-83C596438B47","Directory","ID-F5FABD6F992E","","0","ID-217D54F2A1BE","True",""
"ID-F9A0902A3080","ID-1371A33DF7F4","Directory","ID-80CA35F2724B","","0","ID-217D54F2A1BE","True",""
"ID-96836D24B43A","ID-6AF0D280D0CF","Directory","ID-9CC83254EE24","","0","ID-217D54F2A1BE","True",""
"ID-47C42778B88E","ID-066ECF24BDD6","Directory","ID-A0620C400C50","","0","ID-217D54F2A1BE","True",""
"ID-FC9DC9EB80B8","ID-4EB960C1B058","Directory","ID-F7DC5E96526C","","0","ID-217D54F2A1BE","True",""
"ID-022552B4BBD6","ID-C6A43A7B7FFA","Directory","ID-92CB8FCD625E","","0","ID-217D54F2A1BE","True",""
"ID-C294AD78A9B5","ID-67532121DE71","Directory","ID-918DBDA25C85","","0","ID-217D54F2A1BE","True",""
"ID-6A5A47CF4953","ID-385FAC60F25E","Directory","ID-DBF596A84865","","0","ID-217D54F2A1BE","True",""
"ID-B3C52EB1A680","ID-8FB08A87821A","Directory","ID-8C4A1DB3726F","","0","ID-217D54F2A1BE","True",""
"ID-4C837E622701","ID-1B0D2BC7B4E5","Directory","ID-2379C04FED1C","","0","ID-217D54F2A1BE","True",""
"ID-D2821DF82882","ID-F169EE19CC18","Directory","ID-E19BEC0083E0","","0","ID-217D54F2A1BE","True",""
"ID-86B07FE6E919","ID-7A0DEC188383","Directory","ID-2BEBCC9411BD","","0","ID-217D54F2A1BE","True",""
"ID-78DFBD362CCC","ID-0C731D98B010","Directory","ID-88386A16D445","","0","ID-217D54F2A1BE","True",""
"ID-A9476392A028","ID-676F17E08F06","Directory","ID-ED0F79D24FD0","","0","ID-217D54F2A1BE","True",""
"ID-6B9BCFED2E63","ID-5F805B08A0B9","Directory","ID-05D70E4C3C2C","","0","ID-217D54F2A1BE","True",""
"ID-865B1938A976","ID-5D806D3A2C71","Directory","ID-E21F6D1F9DF7","","0","ID-217D54F2A1BE","True",""
"ID-2157125BD459","ID-86026C31B641","Directory","ID-5F8022B3008A","","0","ID-217D54F2A1BE","True",""
"ID-3BC4AB8AD25D","ID-C5FA2EB4A67F","Directory","ID-9907EB0D41A2","","0","ID-217D54F2A1BE","True",""
"ID-7E78E8FA5BE3","ID-3A941C54F16C","Directory","ID-2229F399D695","","0","ID-217D54F2A1BE","True",""
"ID-D3414CF16E92","ID-058A799E2607","Directory","ID-1BB842DDB7CA","","0","ID-217D54F2A1BE","True",""
"ID-038247143F01","ID-6AC212A8B12F","Directory","ID-4F0CF063E21E","","0","ID-217D54F2A1BE","True",""
"ID-D55E032D5373","ID-75D1766CF45B","Directory","ID-4832671AC8AC","","0","ID-217D54F2A1BE","True",""
"ID-A05BE54F7D70","ID-A87D455646EB","Directory","ID-0675AEA6A234","","0","ID-217D54F2A1BE","True",""
"ID-0CB817A3A13F","ID-C109193D9695","Directory","ID-875DACBC8C54","","0","ID-217D54F2A1BE","True",""
"ID-D76F687BDBFB","ID-1869D9D0B5C4","Directory","ID-2626D564DF58","","0","ID-217D54F2A1BE","True",""
"ID-C1B31E752553","ID-03B7A9CEC579","Directory","ID-F8881B35F650","","0","ID-217D54F2A1BE","True",""
"ID-49919222263A","ID-564D74068950","Directory","ID-FC48164B3BDD","","0","ID-217D54F2A1BE","True",""
"ID-C44A12DE4B81","ID-28AFAB9E2461","Directory","ID-90E323676D9E","","0","ID-217D54F2A1BE","True",""
"ID-641688D67C79","ID-9866428035C6","Directory","ID-1FA3215143B8","","0","ID-217D54F2A1BE","True",""
"ID-A2D8AD7F1F94","ID-31A3391AC535","Directory","ID-E9A556B356CA","","0","ID-217D54F2A1BE","True",""
"ID-EE3936D4C0B0","ID-670A11217498","Directory","ID-4BDAB3F49471","","0","ID-217D54F2A1BE","True",""
"ID-057A9DCE9835","ID-176C1CD16B83","Directory","ID-BF501ED6D7BA","","0","ID-217D54F2A1BE","True",""
"ID-0DE0920AB144","ID-162C37B5820C","Directory","ID-A751B7EE9D1F","","0","ID-217D54F2A1BE","True",""
"ID-47CE93D2CA68","ID-9ADF3911F35A","Directory","ID-A68B53981154","","0","ID-217D54F2A1BE","True",""
"ID-ACCD74A74981","ID-090599BE211C","Directory","ID-E03B866426D4","","0","ID-217D54F2A1BE","True",""
"ID-5B145F2D955F","ID-A6274D36B673","Directory","ID-0C16EBA478B5","","0","ID-217D54F2A1BE","True",""
"ID-60EAE1AD9EC0","ID-A265E1068D43","Directory","ID-734E4475F499","","0","ID-217D54F2A1BE","True",""
"ID-A5243397979C","ID-74EBF1652C35","Directory","ID-FBA653214A5B","","0","ID-217D54F2A1BE","True",""
"ID-0DE4767EE25E","ID-82ABF23B3BA0","Directory","ID-100F9DB500C2","","0","ID-217D54F2A1BE","True",""
"ID-FA068AA11936","ID-E6A8A8F91EFF","Directory","ID-16B8906A0AD2","","0","ID-217D54F2A1BE","True",""
"ID-7D9A18B8E7C3","ID-F37BE760AE41","Directory","ID-08AFAD9BC95A","","0","ID-217D54F2A1BE","True",""
"ID-3C39FC41C5EF","ID-018197248D33","Directory","ID-0F0B0DCB5B6D","","0","ID-217D54F2A1BE","True",""
"ID-D62064BA2AFA","ID-8CFB42968112","Directory","ID-08143EA1D6BC","","0","ID-217D54F2A1BE","True",""
"ID-85F36FB5C3C4","ID-4C82A36DE504","Directory","ID-42509BF4B7AC","","0","ID-217D54F2A1BE","True",""
"ID-A7501A79B625","ID-D3874DE06757","Directory","ID-039E22D04D46","","0","ID-217D54F2A1BE","True",""
"ID-BC7D1E8F5F17","ID-CD2064FDBB72","Directory","ID-D3D9F95E239A","","0","ID-217D54F2A1BE","True",""
"ID-DE174560480D","ID-52E1CE8DC224","Directory","ID-18AF45B927EA","","0","ID-217D54F2A1BE","True",""
"ID-8258AF7657B2","ID-FC687E3676BA","Directory","ID-5EF07EB6AD95","","0","ID-217D54F2A1BE","True",""
"ID-C63131D16D3F","ID-E1A5B09FCDE0","Directory","ID-7BD1E43C3101","","0","ID-217D54F2A1BE","True",""
"ID-9CD0CA5F276B","ID-527906860DD9","Directory","ID-A4CC2A476BC5","","0","ID-217D54F2A1BE","True",""
"ID-69CF19FC3A32","ID-F9138B2AC339","Directory","ID-04B94C31F88F","","0","ID-217D54F2A1BE","True",""
"ID-CE73EBB92189","ID-DC190EE601DF","Directory","ID-47EEA670061A","","0","ID-217D54F2A1BE","True",""
"ID-E9254C76636B","ID-2D0EE4C04F45","Directory","ID-0465330D985B","","0","ID-217D54F2A1BE","True",""
"ID-9E75155F26A6","ID-61F0580FCA8B","Directory","ID-5E502B001221","","0","ID-217D54F2A1BE","True",""
"ID-57D937148D75","ID-271FC70318C7","Directory","ID-4084414E3D72","","0","ID-217D54F2A1BE","True",""
"ID-78B21EECFD93","ID-A7A7D924EE06","Directory","ID-5596BA7C6D9A","","0","ID-217D54F2A1BE","True",""
"ID-890B1DF94B60","ID-D235970EA67C","Directory","ID-41E55CC2CAEF","","0","ID-217D54F2A1BE","True",""
"ID-7357C9C8FAE2","ID-9DBB1F7CD8D1","Directory","ID-08BCF60E94A9","","0","ID-217D54F2A1BE","True",""
"ID-EE59D18701B7","ID-A8BEB5FCC841","Directory","ID-163C2EA6FD48","","0","ID-217D54F2A1BE","True",""
"ID-9B4002E13C78","ID-9A41D4B6DFC3","Directory","ID-E2630031D6F1","","0","ID-217D54F2A1BE","True",""
"ID-A792CCC8F6D9","ID-A0C09D4098DB","Directory","ID-A65C13B3AF1C","","0","ID-217D54F2A1BE","True",""
"ID-BE3A9BDFF490","ID-F8E6494BE27D","Directory","ID-2D333436897E","","0","ID-217D54F2A1BE","True",""
"ID-7BA3E54C4420","ID-3D40A309B9EA","Directory","ID-7565A82A1205","","0","ID-217D54F2A1BE","True",""
"ID-25164123508C","ID-A9AE53A7B1F4","Directory","ID-8558761FC984","","0","ID-217D54F2A1BE","True",""
"ID-59F6FFCB4585","ID-659960E88AF8","Directory","ID-96B428DE5F99","","0","ID-217D54F2A1BE","True",""
"ID-D950D1E1DB7B","ID-7477E596CBFD","Directory","ID-24BF3C494AF9","","0","ID-217D54F2A1BE","True",""
"ID-316FBCA34E0E","ID-DE2290EC2EEE","Directory","ID-5036BAEB47A9","","0","ID-217D54F2A1BE","True",""
"ID-71E63E201F44","ID-60A821374392","Directory","ID-C7D75E019F1E","","0","ID-217D54F2A1BE","True",""
"ID-CBF329F74F3C","ID-E004B34628FC","Directory","ID-6C9EAF4AC7B6","","0","ID-217D54F2A1BE","True",""
"ID-9B107B34E555","ID-C264ED80B217","Directory","ID-339C589A6F46","","0","ID-217D54F2A1BE","True",""
"ID-CCB322E26602","ID-A62AA04BDAB6","Directory","ID-0BA473F9C033","","0","ID-217D54F2A1BE","True",""
"ID-120E22AE4018","ID-FBD0B8F6649C","Directory","ID-A94557A134BA","","0","ID-217D54F2A1BE","True",""
"ID-84557EB2350A","ID-F566358DDF6E","Directory","ID-EED3C5699831","","0","ID-217D54F2A1BE","True",""
"ID-14E1A8C2E98D","ID-8DB73BDC737D","Directory","ID-4A574EB2CF3E","","0","ID-217D54F2A1BE","True",""
"ID-8CBB7B4200D4","ID-693E06240AF8","Directory","ID-F9D1C01546E4","","0","ID-217D54F2A1BE","True",""
"ID-EF35BF2C8BFB","ID-5CD6ECAD06C6","Directory","ID-1B44439064AC","","0","ID-217D54F2A1BE","True",""
"ID-1CF777E87F86","ID-FF124570C335","Directory","ID-ED91F1F2CA82","","0","ID-217D54F2A1BE","True",""
"ID-8A29F1595F5F","ID-6FD723CB2D9C","Directory","ID-AED72D9D8E2A","","0","ID-217D54F2A1BE","True",""
"ID-34644043BAB8","ID-38513BEC2132","Directory","ID-1DA7C95872AD","","0","ID-217D54F2A1BE","True",""
"ID-72480AC5745E","ID-C1406E3F26E1","Directory","ID-4C36DA59CCEE","","0","ID-217D54F2A1BE","True",""
"ID-FFDB0F3EAFDA","ID-421097DB8781","Directory","ID-BF6EA5AC5F81","","0","ID-217D54F2A1BE","True",""
"ID-1B2B5C886B2D","ID-80FD41030D28","Directory","ID-AB9E1776FB29","","0","ID-217D54F2A1BE","True",""
"ID-5DFAE400FC26","ID-808E3F07CECF","Directory","ID-276B0A54F7CF","","0","ID-217D54F2A1BE","True",""
"ID-5760E389A3A1","ID-F85AF365E7BA","Directory","ID-CCCF4F0A85DA","","0","ID-217D54F2A1BE","True",""
"ID-7F7F82B3F84A","ID-7D500D72EB3C","Directory","ID-BE3E032CC9F8","","0","ID-217D54F2A1BE","True",""
"ID-099C647C4581","ID-5023A2B6D80F","Directory","ID-BE721BDC7EE9","","0","ID-217D54F2A1BE","True",""
"ID-C096F01B7A9C","ID-6E3D6B8288F3","Directory","ID-8DB3B57F9F3A","","0","ID-217D54F2A1BE","True",""
"ID-0D9F62A0B7DC","ID-09E4D6941BF4","Directory","ID-547C7BFA59D6","","0","ID-217D54F2A1BE","True",""
"ID-59513C1B8CDA","ID-CC31BBF06DC0","Directory","ID-E3F5E9193707","","0","ID-217D54F2A1BE","True",""
"ID-8D0503482F02","ID-F252A7B87037","Directory","ID-7AC05CFFEE7D","","0","ID-217D54F2A1BE","True",""
"ID-8F778D6B0EC3","ID-588DDDA3D84D","Directory","ID-94D78AF407FE","","0","ID-217D54F2A1BE","True",""
"ID-92781351F7B6","ID-90E5136EB087","Directory","ID-64B48C1FC241","","0","ID-217D54F2A1BE","True",""
"ID-B0D44CCF3605","ID-358724F9C321","Directory","ID-269C20A67820","","0","ID-217D54F2A1BE","True",""
"ID-1888CB350DC7","ID-57C65BD24302","Directory","ID-6F544F545B68","","0","ID-217D54F2A1BE","True",""
"ID-4FBF7699BD10","ID-D0BE4E751E7E","Directory","ID-4B9FA4B5B855","","0","ID-217D54F2A1BE","True",""
"ID-37051348988C","ID-94DA238A7344","Directory","ID-34952AEB40A0","","0","ID-217D54F2A1BE","True",""
"ID-882351792B51","ID-87B8BE2679A2","Directory","ID-181415E1350A","","0","ID-217D54F2A1BE","True",""
"ID-4D47901275A5","ID-16B41CEAF42B","Directory","ID-0940AF8C4DDF","","0","ID-217D54F2A1BE","True",""
"ID-C0FB63C60FC6","ID-C05E6BB9D24B","Directory","ID-4B09061A86BE","","0","ID-217D54F2A1BE","True",""
"ID-7986A7024ACF","ID-BD2664F4BB01","Directory","ID-432AA9FF731B","","0","ID-217D54F2A1BE","True",""
"ID-903CB95D4C9C","ID-A040368B1BF4","Directory","ID-02CF5F6A6D80","","0","ID-217D54F2A1BE","True",""
"ID-0BBF61B59474","ID-5A244C4A0262","Directory","ID-DFC065A7FE7D","","0","ID-217D54F2A1BE","True",""
"ID-3D0FA9BD5482","ID-4A7AED37E91B","Directory","ID-03C5EF58030E","","0","ID-217D54F2A1BE","True",""
"ID-A454AA3A586B","ID-81A8E3F35DCF","Directory","ID-2A5472880F34","","0","ID-217D54F2A1BE","True",""
"ID-30B1DF250451","ID-6FCF861C020E","Directory","ID-11FEF85BA11E","","0","ID-217D54F2A1BE","True",""
"ID-180184192F11","ID-D518C6DAD2FB","Directory","ID-B11AD972889C","","0","ID-217D54F2A1BE","True",""
"ID-F69ACAC68E39","ID-85E6C786406A","Directory","ID-F82537854C5D","","0","ID-217D54F2A1BE","True",""
"ID-127BC0689D84","ID-646851050243","Directory","ID-B5A471B157E9","","0","ID-217D54F2A1BE","True",""
"ID-61D4A7F75B36","ID-D4017D73349E","Directory","ID-73E38B7490AE","","0","ID-217D54F2A1BE","True",""
"ID-2530CCAB3256","ID-008A270D9B49","Directory","ID-AB4B9CA4F43A","","0","ID-217D54F2A1BE","True",""
"ID-07B46C7F9F93","ID-304091463464","Directory","ID-09B98C2F6AE0","","0","ID-217D54F2A1BE","True",""
"ID-6DF021B282EA","ID-CD2894ECDF5C","Directory","ID-8294DFA2B6AB","","0","ID-217D54F2A1BE","True",""
"ID-3E4BB65188B3","ID-09259615AE2A","Directory","ID-23A4DFAB2210","","0","ID-217D54F2A1BE","True",""
"ID-033A42042588","ID-556B4AD216AC","Directory","ID-DAD9AEAA4FE8","","0","ID-217D54F2A1BE","True",""
"ID-467F28541068","ID-AF1E9FCD1E34","Directory","ID-048A529E2C6A","","0","ID-217D54F2A1BE","True",""
"ID-F9F8B2351693","ID-61CB28842742","Directory","ID-DE2B70281FF9","","0","ID-217D54F2A1BE","True",""
"ID-B3A53D86408B","ID-CFBAB562B5AB","Directory","ID-101157157ACC","","0","ID-217D54F2A1BE","True",""
"ID-DA0C2416CE9F","ID-CC8E5D2332FE","Directory","ID-7E426D6B2CE7","","0","ID-217D54F2A1BE","True",""
"ID-AE2813CA2F2F","ID-12DEC05ED490","Directory","ID-548D3F81290C","","0","ID-217D54F2A1BE","True",""
"ID-19D7BC7FCFCC","ID-894FE1FCA83C","Directory","ID-E0FD731F92E7","","0","ID-217D54F2A1BE","True",""
"ID-A96BE5B63236","ID-1F5631C1EF8A","Directory","ID-F56AF804A932","","0","ID-217D54F2A1BE","True",""
"ID-4EE8AB5629B7","ID-323BF305BAAB","Directory","ID-305AEC10B5FE","","0","ID-217D54F2A1BE","True",""
"ID-499DDA9ADC64","ID-0C3918E0B8AC","Directory","ID-91AF8437FB09","","0","ID-217D54F2A1BE","True",""
"ID-D5407F8F6A7D","ID-FE1D0714360D","Directory","ID-37B6553F31B1","","0","ID-217D54F2A1BE","True",""
"ID-79454F5081E6","ID-29785CABB643","Directory","ID-A0A2AA551E1C","","0","ID-217D54F2A1BE","True",""
"ID-8CFC45E94EC3","ID-1243C97FC971","Directory","ID-BA91C3FA1D2E","","0","ID-217D54F2A1BE","True",""
"ID-7BF5026906F6","ID-AA3FDC18671A","Directory","ID-717790450A24","","0","ID-217D54F2A1BE","True",""
"ID-F500E6D792CA","ID-F6963066D78F","Directory","ID-76E7936CF588","","0","ID-217D54F2A1BE","True",""
"ID-34C4AA8BD03B","ID-EAEEF1B278CE","Directory","ID-EC640927F032","","0","ID-217D54F2A1BE","True",""
"ID-DCBFDDF5EB2C","ID-334FC7A767C5","Directory","ID-EEF7BEEB5A9E","","0","ID-217D54F2A1BE","True",""
"ID-9728A8C754EA","ID-2B6F1B4CFD82","Directory","ID-4DE39978A233","","0","ID-217D54F2A1BE","True",""
"ID-09AEFDCE6AC1","ID-3F7EDF9B2489","Directory","ID-740C7F95ACFF","","0","ID-217D54F2A1BE","True",""
"ID-B03B7244DFDA","ID-C536903084F0","Directory","ID-44855F6713C3","","0","ID-217D54F2A1BE","True",""
"ID-6C24BC6CC23C","ID-103E50907601","Directory","ID-68FE7839A817","","0","ID-217D54F2A1BE","True",""
"ID-8B14C9F94D4D","ID-CAD72EF8281E","Directory","ID-8AE9349423EB","","0","ID-217D54F2A1BE","True",""
"ID-C9A024D5AF3C","ID-7ED9A059B482","Directory","ID-D50A95F0058E","","0","ID-217D54F2A1BE","True",""
"ID-0C15BF4EE40C","ID-3C0E724E4B5E","Directory","ID-DE5335094795","","0","ID-217D54F2A1BE","True",""
