"BusinessUnit","Owner","Pattern","Source","MatchingItems","Directories","Files","FindingCount","ConflictCount","PartialShareCount","DirectIdentityCount","DirectGroupCount","ExpandedMemberCount","RiskLevel"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-E01D192CDBA3","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F30C2C7205DC","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-B36CD88D4E4D","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-DE4599FC0259","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F180E3BE9429","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-3B687E83F013","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F7E56BDBA5DF","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-047ABDA47493","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C8F31F367B83","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-006234A6E0F9","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-2DBE93904052","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-495E89095383","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-75360A6C09A7","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-180F7CFD5EA3","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C1D8A592F09F","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-768A41B5ACDA","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-B922294FA25D","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0F3BAF76985E","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F43DAEBBAE6E","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-E2644B7497BC","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-30AE8A421A23","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-46769810980F","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-8F54A7BB2E0A","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-948DBCAC68DA","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-5211C433826A","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-487401225F41","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-349F69320E9D","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-D355C20D7487","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-412B8F3AC7AA","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-225954935AE8","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A6683FDAF932","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A520323206D9","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-4A9DE6047DBF","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-9FC0EA619368","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0D3C6D6E5A92","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C600F57E22B2","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-02FEC65C75FC","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F2A15F02EE4E","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-D6240493A864","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-7C3E389FE082","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-D2CBB57BD271","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-67F455D2198E","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-14837FAABD93","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0F4A211294CB","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-AB646D4F83E8","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A836C99BDC19","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-7A3B9702808A","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-725E5E707C09","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F15D8E7E13BE","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-34ACB971094A","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-044003713EB4","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-844E72CBF148","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-CEF3B995B98C","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-109F0F996EB5","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A2D2DA8BA381","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-56E8EBF62E0A","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-2457BFC3D838","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0C3CDA806A06","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A19A9BC51E30","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-663EE45F04F2","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-BC488DEE9B5F","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C7ACA686E4D0","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C9D7B03F5EEA","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A2229AEDAC97","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-CD88A1DA91FC","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-6D3309B315B7","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-83138115BD13","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F9459DEAAA82","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-2A1D3B95365F","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-6688F9128D1F","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-2E3606505A19","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-1739BD4D13EF","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-EE03175DFB52","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-06BB528FEE57","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-52AE318FE7FA","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-13A7100FF7BA","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-891B13B4718C","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-CD25BDA6C4E3","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-B26A046E86F8","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-7AF45FE99499","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-669E3C79752E","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-7F1EE1A03465","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-AB937E029F59","LabPlan","25","16","9","5","137","1","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-73A2840F241B","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-AF1D5F7B60EE","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-8BB9C53FA72B","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-211207D8D1C6","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0FE2ECA1A8F2","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-52154580E150","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C542E55F7A86","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0F3316CE9684","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-0A8613BFA442","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-234FDB379C2F","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A8EF38C0DF77","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-7D9539E118CC","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-15E186F43BF3","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-3A08A921E381","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A8F5D0C260E5","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-36D85CF8F185","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-074E0522886F","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A2890C142CFF","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-30D8A622AFAB","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-EF834E20024F","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F8C667DE7248","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-F1E2A12F905A","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-49B65B4EC7B8","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-4B966CDB7225","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-DBE65572DB88","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-E7AF536BD777","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-506C041A1394","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-30E4C34DE45E","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-9BE5DB8A5366","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-240CD4B18C8C","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-22FAAF754BE1","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-C63478763BFB","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-B816BB8094FF","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-515DA6FB2111","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-038891576218","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-13E78CBB056B","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-A9B763B4A712","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-3CB2D1BB0254","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-8CE4C980E4AE","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-852C2EF4AD1C","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-E20B72DE2255","LabPlan","23","14","9","1","130","0","6","4","9","High"
"ID-57D2DAACE60A","ID-2ECFB50A6780","ID-61B4FC367AF5","LabPlan","23","14","9","1","130","0","6","4","9","High"
