"ParentGroup","ChildIdentity","ChildObjectClass","Depth","IsCycle","IsTruncated"
"ID-4E4E56C6B447","ID-C544FEF50EC3","user","1","False","False"
"ID-4E4E56C6B447","ID-2E8FF241A399","user","1","False","False"
"ID-2D511F0A2E32","ID-2E8FF241A399","user","1","False","False"
"ID-2D511F0A2E32","ID-6DE19CA5375C","user","1","False","False"
"ID-71255B99DDDB","ID-6DE19CA5375C","user","1","False","False"
"ID-71255B99DDDB","ID-46CA0872E8CC","user","1","False","False"
"ID-6B94BC4B9DFE","ID-46CA0872E8CC","user","1","False","False"
"ID-6B94BC4B9DFE","ID-03776AF92875","user","1","False","False"
"ID-9E294471A097","ID-03776AF92875","user","1","False","False"
"ID-9E294471A097","ID-DCD15196168D","user","1","False","False"
"ID-A3A7580DBA87","ID-DCD15196168D","user","1","False","False"
"ID-A3A7580DBA87","ID-E20EB555CEDF","user","1","False","False"
"ID-5729DB4EF082","ID-E20EB555CEDF","user","1","False","False"
"ID-5729DB4EF082","ID-C71439802FD3","user","1","False","False"
"ID-B97FB95D8E88","ID-C71439802FD3","user","1","False","False"
"ID-B97FB95D8E88","ID-B48F69287897","user","1","False","False"
"ID-ECDF672CC209","ID-B48F69287897","user","1","False","False"
"ID-ECDF672CC209","ID-D824DC4407B8","user","1","False","False"
"ID-5D5E424C4BFC","ID-D824DC4407B8","user","1","False","False"
"ID-5D5E424C4BFC","ID-1D42EE1B4B4C","user","1","False","False"
"ID-176CAC5F4B56","ID-1D42EE1B4B4C","user","1","False","False"
"ID-176CAC5F4B56","ID-BDFA4C7C0413","user","1","False","False"
"ID-43CA07E80978","ID-BDFA4C7C0413","user","1","False","False"
"ID-43CA07E80978","ID-8434EA34620A","user","1","False","False"
"ID-B0C8AE3CEB08","ID-8434EA34620A","user","1","False","False"
"ID-B0C8AE3CEB08","ID-00D142A79061","user","1","False","False"
"ID-A9F9E529047F","ID-00D142A79061","user","1","False","False"
"ID-A9F9E529047F","ID-0EDEB2EDFF36","user","1","False","False"
"ID-08DDBA9008CF","ID-0EDEB2EDFF36","user","1","False","False"
"ID-08DDBA9008CF","ID-DE2F356EF45D","user","1","False","False"
"ID-33B6584B11C8","ID-DE2F356EF45D","user","1","False","False"
"ID-33B6584B11C8","ID-FD9F2C79A16D","user","1","False","False"
"ID-6B9EDF0E70B4","ID-FD9F2C79A16D","user","1","False","False"
"ID-6B9EDF0E70B4","ID-2DB13499A23E","user","1","False","False"
"ID-0989EEA0CB33","ID-2DB13499A23E","user","1","False","False"
"ID-0989EEA0CB33","ID-A99B5A42A978","user","1","False","False"
"ID-3CE3A0050AE6","ID-A99B5A42A978","user","1","False","False"
"ID-3CE3A0050AE6","ID-98E65AA7442E","user","1","False","False"
"ID-5AAEAEB08050","ID-98E65AA7442E","user","1","False","False"
"ID-5AAEAEB08050","ID-BFFB2FBFAD1D","user","1","False","False"
"ID-A2C54634F79B","ID-BFFB2FBFAD1D","user","1","False","False"
"ID-A2C54634F79B","ID-2A71AE7B14AB","user","1","False","False"
"ID-DDB23D4EC54B","ID-2A71AE7B14AB","user","1","False","False"
"ID-DDB23D4EC54B","ID-D22FE99EE79B","user","1","False","False"
"ID-F329E5C4EDE5","ID-D22FE99EE79B","user","1","False","False"
"ID-F329E5C4EDE5","ID-1E803402DD00","user","1","False","False"
"ID-A3E1B0E18C79","ID-1E803402DD00","user","1","False","False"
"ID-A3E1B0E18C79","ID-371A1EBBAFF3","user","1","False","False"
"ID-B4225905C7F2","ID-371A1EBBAFF3","user","1","False","False"
"ID-B4225905C7F2","ID-48E2C2E64288","user","1","False","False"
"ID-5F2E083E4490","ID-48E2C2E64288","user","1","False","False"
"ID-5F2E083E4490","ID-55CD6FF952D3","user","1","False","False"
"ID-642195CBC220","ID-55CD6FF952D3","user","1","False","False"
"ID-642195CBC220","ID-1B0045A639B8","user","1","False","False"
"ID-A05D64511D2C","ID-1B0045A639B8","user","1","False","False"
"ID-A05D64511D2C","ID-B5866CFEB514","user","1","False","False"
"ID-9BF75AE848CE","ID-B5866CFEB514","user","1","False","False"
"ID-9BF75AE848CE","ID-5ECB6036AD2C","user","1","False","False"
"ID-D887B7B1AFE3","ID-5ECB6036AD2C","user","1","False","False"
"ID-D887B7B1AFE3","ID-FBD651E98886","user","1","False","False"
"ID-83580428D76C","ID-FBD651E98886","user","1","False","False"
"ID-83580428D76C","ID-85C63CA50C03","user","1","False","False"
"ID-F8939B952593","ID-85C63CA50C03","user","1","False","False"
"ID-F8939B952593","ID-E9E5E2B995F1","user","1","False","False"
"ID-68FB2821FD14","ID-E9E5E2B995F1","user","1","False","False"
"ID-68FB2821FD14","ID-BACD6704E702","user","1","False","False"
"ID-3A9F1171B20C","ID-BACD6704E702","user","1","False","False"
"ID-3A9F1171B20C","ID-DC7D28A5F542","user","1","False","False"
"ID-AA5763C5C3F4","ID-DC7D28A5F542","user","1","False","False"
"ID-AA5763C5C3F4","ID-2C1CD1BE7FC7","user","1","False","False"
"ID-E9D9DCF04729","ID-2C1CD1BE7FC7","user","1","False","False"
"ID-E9D9DCF04729","ID-358D4FD56CE8","user","1","False","False"
"ID-2FF261D7E8A3","ID-358D4FD56CE8","user","1","False","False"
"ID-2FF261D7E8A3","ID-251BDFF9BA35","user","1","False","False"
"ID-2AC1599AD7D1","ID-251BDFF9BA35","user","1","False","False"
"ID-2AC1599AD7D1","ID-4A0122C55B85","user","1","False","False"
"ID-8194E0E6C7AA","ID-4A0122C55B85","user","1","False","False"
"ID-8194E0E6C7AA","ID-81AFF96DC52B","user","1","False","False"
"ID-7E0E8C444C9D","ID-81AFF96DC52B","user","1","False","False"
"ID-7E0E8C444C9D","ID-7135A415AD55","user","1","False","False"
"ID-CD1799A9284A","ID-7135A415AD55","user","1","False","False"
"ID-CD1799A9284A","ID-D955AB61AD75","user","1","False","False"
"ID-59FFC3835FDE","ID-D955AB61AD75","user","1","False","False"
"ID-59FFC3835FDE","ID-B3A9A35C63C2","user","1","False","False"
"ID-3CF3E82020C3","ID-B3A9A35C63C2","user","1","False","False"
"ID-3CF3E82020C3","ID-DD875108F7FC","user","1","False","False"
"ID-BE4212B6EE8B","ID-DD875108F7FC","user","1","False","False"
"ID-BE4212B6EE8B","ID-5F85E8AE0836","user","1","False","False"
"ID-73BDDC5D8C6F","ID-5F85E8AE0836","user","1","False","False"
"ID-73BDDC5D8C6F","ID-738636D3F4CD","user","1","False","False"
"ID-112DAD9D2A23","ID-738636D3F4CD","user","1","False","False"
"ID-112DAD9D2A23","ID-1B236C67C25D","user","1","False","False"
"ID-076CBC6BEE0B","ID-1B236C67C25D","user","1","False","False"
"ID-076CBC6BEE0B","ID-568C137C8FAD","user","1","False","False"
"ID-2F11DB08A2EA","ID-568C137C8FAD","user","1","False","False"
"ID-2F11DB08A2EA","ID-3C7B3B66338F","user","1","False","False"
"ID-6952586B79B6","ID-3C7B3B66338F","user","1","False","False"
"ID-6952586B79B6","ID-091C88F35C14","user","1","False","False"
"ID-6E7303BCA293","ID-091C88F35C14","user","1","False","False"
"ID-6E7303BCA293","ID-62166326B033","user","1","False","False"
"ID-21E7A3F64879","ID-62166326B033","user","1","False","False"
"ID-21E7A3F64879","ID-69C8DE3B9FBA","user","1","False","False"
"ID-6EB948CDC851","ID-69C8DE3B9FBA","user","1","False","False"
"ID-6EB948CDC851","ID-90FAB07788FE","user","1","False","False"
"ID-39F8125786E0","ID-90FAB07788FE","user","1","False","False"
"ID-39F8125786E0","ID-F5A99B2337A0","user","1","False","False"
"ID-E694E8ED8036","ID-F5A99B2337A0","user","1","False","False"
"ID-E694E8ED8036","ID-59D1BFC63D7A","user","1","False","False"
"ID-CAEA7F5EC362","ID-59D1BFC63D7A","user","1","False","False"
"ID-CAEA7F5EC362","ID-5E663FD38604","user","1","False","False"
"ID-5B64294B9A1D","ID-5E663FD38604","user","1","False","False"
"ID-5B64294B9A1D","ID-6529EB331199","user","1","False","False"
"ID-6C93E0A94B22","ID-6529EB331199","user","1","False","False"
"ID-6C93E0A94B22","ID-A4950303ACFE","user","1","False","False"
"ID-C7E432CF6ECB","ID-A4950303ACFE","user","1","False","False"
"ID-C7E432CF6ECB","ID-E54571673F28","user","1","False","False"
"ID-1B1F1724B620","ID-E54571673F28","user","1","False","False"
"ID-1B1F1724B620","ID-0C548E1BF5ED","user","1","False","False"
"ID-1AFF5C28DD5A","ID-0C548E1BF5ED","user","1","False","False"
"ID-1AFF5C28DD5A","ID-2506790FC4C3","user","1","False","False"
"ID-DCEF3BEFE1F4","ID-2506790FC4C3","user","1","False","False"
"ID-DCEF3BEFE1F4","ID-3744D064755C","user","1","False","False"
"ID-2CD6255ECB5B","ID-3744D064755C","user","1","False","False"
"ID-2CD6255ECB5B","ID-FE9620DED7D7","user","1","False","False"
"ID-C17CDE17AA65","ID-FE9620DED7D7","user","1","False","False"
"ID-C17CDE17AA65","ID-A1953BDA09D5","user","1","False","False"
"ID-CCCAF4B5446C","ID-A1953BDA09D5","user","1","False","False"
"ID-CCCAF4B5446C","ID-215C8DB1ABC6","user","1","False","False"
"ID-69A4627945B2","ID-215C8DB1ABC6","user","1","False","False"
"ID-69A4627945B2","ID-90401A042353","user","1","False","False"
"ID-333BC1C75240","ID-90401A042353","user","1","False","False"
"ID-333BC1C75240","ID-09BD4D2ABA07","user","1","False","False"
"ID-CD4E3B393BF6","ID-09BD4D2ABA07","user","1","False","False"
"ID-CD4E3B393BF6","ID-111172CE61A4","user","1","False","False"
"ID-5271D67D87B5","ID-111172CE61A4","user","1","False","False"
"ID-5271D67D87B5","ID-FFEE0442FB56","user","1","False","False"
"ID-CC3E3FD19AAA","ID-FFEE0442FB56","user","1","False","False"
"ID-CC3E3FD19AAA","ID-6F3F34F2491C","user","1","False","False"
"ID-B3262C5F8679","ID-6F3F34F2491C","user","1","False","False"
"ID-B3262C5F8679","ID-AB02B1ABC586","user","1","False","False"
"ID-2BDE897FD8BC","ID-AB02B1ABC586","user","1","False","False"
"ID-2BDE897FD8BC","ID-636FC0DA761E","user","1","False","False"
"ID-7AA0F4CA6BFC","ID-636FC0DA761E","user","1","False","False"
"ID-7AA0F4CA6BFC","ID-D6B0BB3F2ED1","user","1","False","False"
"ID-FF6472CE7B4E","ID-D6B0BB3F2ED1","user","1","False","False"
"ID-FF6472CE7B4E","ID-FC43279809C4","user","1","False","False"
"ID-CBB655A5A058","ID-FC43279809C4","user","1","False","False"
"ID-CBB655A5A058","ID-31315CD28BAB","user","1","False","False"
"ID-E4C1EF0041C0","ID-31315CD28BAB","user","1","False","False"
"ID-E4C1EF0041C0","ID-34F091B914B8","user","1","False","False"
"ID-56430B4E4E41","ID-34F091B914B8","user","1","False","False"
"ID-56430B4E4E41","ID-AEE36D9698E3","user","1","False","False"
"ID-C9352955E722","ID-AEE36D9698E3","user","1","False","False"
"ID-C9352955E722","ID-51D8278BE30E","user","1","False","False"
"ID-C27D96C80AC8","ID-51D8278BE30E","user","1","False","False"
"ID-C27D96C80AC8","ID-2C4A051D1725","user","1","False","False"
"ID-B7A337566B38","ID-2C4A051D1725","user","1","False","False"
"ID-B7A337566B38","ID-2C6D53C08E27","user","1","False","False"
"ID-CF7AD6B99E6F","ID-2C6D53C08E27","user","1","False","False"
"ID-CF7AD6B99E6F","ID-951AA9573D36","user","1","False","False"
"ID-6331093C04EB","ID-951AA9573D36","user","1","False","False"
"ID-6331093C04EB","ID-3314D9598518","user","1","False","False"
"ID-E9566FAE7E92","ID-3314D9598518","user","1","False","False"
"ID-E9566FAE7E92","ID-E754B2A11ACF","user","1","False","False"
"ID-271FB3517CE8","ID-E754B2A11ACF","user","1","False","False"
"ID-271FB3517CE8","ID-31AED164A1DC","user","1","False","False"
"ID-D4243C0F1BF5","ID-31AED164A1DC","user","1","False","False"
"ID-D4243C0F1BF5","ID-86D2379E909D","user","1","False","False"
"ID-AD3F568B2F96","ID-86D2379E909D","user","1","False","False"
"ID-AD3F568B2F96","ID-852FECCFB571","user","1","False","False"
"ID-2EEC462C0A2B","ID-852FECCFB571","user","1","False","False"
"ID-2EEC462C0A2B","ID-1F4E82AD40CD","user","1","False","False"
"ID-971AF0DA6EB6","ID-1F4E82AD40CD","user","1","False","False"
"ID-971AF0DA6EB6","ID-A95AB32524C1","user","1","False","False"
"ID-C7B6CCA88928","ID-A95AB32524C1","user","1","False","False"
"ID-C7B6CCA88928","ID-74A24C7271BF","user","1","False","False"
"ID-7CFA6C141D19","ID-74A24C7271BF","user","1","False","False"
"ID-7CFA6C141D19","ID-5BF95C5ED539","user","1","False","False"
"ID-AFC036D321EB","ID-5BF95C5ED539","user","1","False","False"
"ID-AFC036D321EB","ID-5B2A256C5199","user","1","False","False"
"ID-E17B639C9E63","ID-5B2A256C5199","user","1","False","False"
"ID-E17B639C9E63","ID-EEB6214AE45E","user","1","False","False"
"ID-0160DD08E510","ID-EEB6214AE45E","user","1","False","False"
"ID-0160DD08E510","ID-ED938C837DAA","user","1","False","False"
"ID-D9743DA985AB","ID-ED938C837DAA","user","1","False","False"
"ID-D9743DA985AB","ID-C479F8AC4F25","user","1","False","False"
"ID-E62996BDEDC5","ID-C479F8AC4F25","user","1","False","False"
"ID-E62996BDEDC5","ID-2858553417B8","user","1","False","False"
"ID-207ED050D927","ID-2858553417B8","user","1","False","False"
"ID-207ED050D927","ID-0D30409D067F","user","1","False","False"
"ID-505DE2999C80","ID-0D30409D067F","user","1","False","False"
"ID-505DE2999C80","ID-38428716D492","user","1","False","False"
"ID-6CDD07F87F5C","ID-38428716D492","user","1","False","False"
"ID-6CDD07F87F5C","ID-A1BCB01365C7","user","1","False","False"
"ID-DB28724DFF35","ID-A1BCB01365C7","user","1","False","False"
"ID-DB28724DFF35","ID-E849DFAFE8B1","user","1","False","False"
"ID-2FBE6E3DE2AE","ID-E849DFAFE8B1","user","1","False","False"
"ID-2FBE6E3DE2AE","ID-B838218D5D13","user","1","False","False"
"ID-0423757167E0","ID-B838218D5D13","user","1","False","False"
"ID-0423757167E0","ID-4CBC153630D0","user","1","False","False"
"ID-D0244BAE176F","ID-4CBC153630D0","user","1","False","False"
"ID-D0244BAE176F","ID-9547B7974490","user","1","False","False"
"ID-959D97396C50","ID-9547B7974490","user","1","False","False"
"ID-959D97396C50","ID-C0B47D5850E7","user","1","False","False"
"ID-82F6B562DC4A","ID-C0B47D5850E7","user","1","False","False"
"ID-82F6B562DC4A","ID-0D876D645E5D","user","1","False","False"
"ID-8D017C5C79CD","ID-0D876D645E5D","user","1","False","False"
"ID-8D017C5C79CD","ID-BEA74FEDCB1F","user","1","False","False"
"ID-B406DE005181","ID-BEA74FEDCB1F","user","1","False","False"
"ID-B406DE005181","ID-627462C534CB","user","1","False","False"
"ID-0B0DD4CAD96D","ID-627462C534CB","user","1","False","False"
"ID-0B0DD4CAD96D","ID-5892032C2D11","user","1","False","False"
"ID-D6F0E4B69629","ID-5892032C2D11","user","1","False","False"
"ID-D6F0E4B69629","ID-BCC140F865A4","user","1","False","False"
"ID-4F9C5E8C85D8","ID-BCC140F865A4","user","1","False","False"
"ID-4F9C5E8C85D8","ID-7510C687EB86","user","1","False","False"
"ID-B6AE3CAF1A06","ID-7510C687EB86","user","1","False","False"
"ID-B6AE3CAF1A06","ID-38997DFB4A66","user","1","False","False"
"ID-EFF67F7A9353","ID-38997DFB4A66","user","1","False","False"
"ID-EFF67F7A9353","ID-3AFCA8E7EA51","user","1","False","False"
"ID-6BED3657641A","ID-3AFCA8E7EA51","user","1","False","False"
"ID-6BED3657641A","ID-7A465CEAAA22","user","1","False","False"
"ID-61D2A603226F","ID-7A465CEAAA22","user","1","False","False"
"ID-61D2A603226F","ID-9367B04D1403","user","1","False","False"
"ID-2DDD166224BE","ID-9367B04D1403","user","1","False","False"
"ID-2DDD166224BE","ID-32214FF25CF4","user","1","False","False"
"ID-7C3A20A3F40D","ID-32214FF25CF4","user","1","False","False"
"ID-7C3A20A3F40D","ID-E421135B738C","user","1","False","False"
"ID-71D7D4D5BB90","ID-E421135B738C","user","1","False","False"
"ID-71D7D4D5BB90","ID-3DAD4648E45B","user","1","False","False"
"ID-43FA05502F7A","ID-3DAD4648E45B","user","1","False","False"
"ID-43FA05502F7A","ID-655147524F96","user","1","False","False"
"ID-BAC5F55E143B","ID-655147524F96","user","1","False","False"
"ID-BAC5F55E143B","ID-B5F9360E42F3","user","1","False","False"
"ID-555F2EB12381","ID-B5F9360E42F3","user","1","False","False"
"ID-555F2EB12381","ID-2F514CE669E4","user","1","False","False"
"ID-C0884A3C6531","ID-2F514CE669E4","user","1","False","False"
"ID-C0884A3C6531","ID-662D7966CE50","user","1","False","False"
"ID-3DCF006C2828","ID-662D7966CE50","user","1","False","False"
"ID-3DCF006C2828","ID-0F79DAB45843","user","1","False","False"
"ID-8CA36B2BBB32","ID-0F79DAB45843","user","1","False","False"
"ID-8CA36B2BBB32","ID-D9D3067510AE","user","1","False","False"
"ID-4B0F9885F1D3","ID-D9D3067510AE","user","1","False","False"
"ID-4B0F9885F1D3","ID-B871B5DEA5F7","user","1","False","False"
"ID-0C16B03A201C","ID-B871B5DEA5F7","user","1","False","False"
"ID-0C16B03A201C","ID-5E177DB17A69","user","1","False","False"
"ID-73675E5754BE","ID-5E177DB17A69","user","1","False","False"
"ID-73675E5754BE","ID-F59DF8309D9A","user","1","False","False"
"ID-7D52D8632E38","ID-F59DF8309D9A","user","1","False","False"
"ID-7D52D8632E38","ID-2F0C4DB032D5","user","1","False","False"
"ID-6D83ECCF0915","ID-2F0C4DB032D5","user","1","False","False"
"ID-6D83ECCF0915","ID-5AFC713BE6F6","user","1","False","False"
"ID-DB77E1638001","ID-5AFC713BE6F6","user","1","False","False"
"ID-DB77E1638001","ID-1D89435BEA40","user","1","False","False"
"ID-2FE59238EF29","ID-1D89435BEA40","user","1","False","False"
"ID-2FE59238EF29","ID-CC6E7EC85C3D","user","1","False","False"
"ID-9C6CCFF324EA","ID-CC6E7EC85C3D","user","1","False","False"
"ID-9C6CCFF324EA","ID-67BF17FF47AD","user","1","False","False"
"ID-8A78018763AA","ID-67BF17FF47AD","user","1","False","False"
"ID-8A78018763AA","ID-6A0282336C66","user","1","False","False"
"ID-ACBA62EC1BD5","ID-6A0282336C66","user","1","False","False"
"ID-ACBA62EC1BD5","ID-E33BFE96AF71","user","1","False","False"
"ID-D16043212F18","ID-E33BFE96AF71","user","1","False","False"
"ID-D16043212F18","ID-69DD3E4E7379","user","1","False","False"
"ID-FEFD989859AD","ID-69DD3E4E7379","user","1","False","False"
"ID-FEFD989859AD","ID-6541C15F41CA","user","1","False","False"
"ID-AD2C388FBCD4","ID-6541C15F41CA","user","1","False","False"
"ID-AD2C388FBCD4","ID-CCB1D37BF08A","user","1","False","False"
"ID-313448F99CB6","ID-CCB1D37BF08A","user","1","False","False"
"ID-313448F99CB6","ID-4617211C112C","user","1","False","False"
"ID-170002797AEF","ID-4617211C112C","user","1","False","False"
"ID-170002797AEF","ID-54820956CD3F","user","1","False","False"
"ID-7165ABD002D7","ID-54820956CD3F","user","1","False","False"
"ID-7165ABD002D7","ID-1EB1E89B5514","user","1","False","False"
"ID-EDE8CA8BB194","ID-1EB1E89B5514","user","1","False","False"
"ID-EDE8CA8BB194","ID-308177BA6B68","user","1","False","False"
"ID-EF2310FCAC75","ID-308177BA6B68","user","1","False","False"
"ID-EF2310FCAC75","ID-AA534D08B11B","user","1","False","False"
"ID-352CF5492A23","ID-AA534D08B11B","user","1","False","False"
"ID-352CF5492A23","ID-E1DE97C9879A","user","1","False","False"
"ID-22CA90E42242","ID-E1DE97C9879A","user","1","False","False"
"ID-22CA90E42242","ID-7B9A389E7327","user","1","False","False"
"ID-ED3C71750E1C","ID-7B9A389E7327","user","1","False","False"
"ID-ED3C71750E1C","ID-A702C1BCD53B","user","1","False","False"
"ID-1E20C5E5C73D","ID-A702C1BCD53B","user","1","False","False"
"ID-1E20C5E5C73D","ID-E34478157C1F","user","1","False","False"
"ID-1480392898DB","ID-E34478157C1F","user","1","False","False"
"ID-1480392898DB","ID-574D8CE6B5E9","user","1","False","False"
"ID-E692D44ECB02","ID-574D8CE6B5E9","user","1","False","False"
"ID-E692D44ECB02","ID-63C0C70C0237","user","1","False","False"
"ID-AF7AABDDC662","ID-63C0C70C0237","user","1","False","False"
"ID-AF7AABDDC662","ID-34FA62210232","user","1","False","False"
"ID-453A98FA4EB2","ID-34FA62210232","user","1","False","False"
"ID-453A98FA4EB2","ID-01B7B0E01E57","user","1","False","False"
"ID-EA16A344F206","ID-01B7B0E01E57","user","1","False","False"
"ID-EA16A344F206","ID-3CFDC92E3885","user","1","False","False"
"ID-ECDCB8BF6299","ID-3CFDC92E3885","user","1","False","False"
"ID-ECDCB8BF6299","ID-FE134271205A","user","1","False","False"
"ID-59EB8BDEA83B","ID-FE134271205A","user","1","False","False"
"ID-59EB8BDEA83B","ID-1D193A594ACA","user","1","False","False"
"ID-A79E26E4234A","ID-1D193A594ACA","user","1","False","False"
"ID-A79E26E4234A","ID-6E0787392578","user","1","False","False"
"ID-A57A85C53EFE","ID-6E0787392578","user","1","False","False"
"ID-A57A85C53EFE","ID-2FC11E593DA7","user","1","False","False"
"ID-55ACC5889E64","ID-2FC11E593DA7","user","1","False","False"
"ID-55ACC5889E64","ID-E29F0E600757","user","1","False","False"
"ID-BC18E4A561FF","ID-E29F0E600757","user","1","False","False"
"ID-BC18E4A561FF","ID-032AFD68A80B","user","1","False","False"
"ID-2D220F8BD5CE","ID-032AFD68A80B","user","1","False","False"
"ID-2D220F8BD5CE","ID-426EFFAD32E3","user","1","False","False"
"ID-E0A1E1277A91","ID-426EFFAD32E3","user","1","False","False"
"ID-E0A1E1277A91","ID-4AAC776312C9","user","1","False","False"
"ID-E7A2658E68C6","ID-4AAC776312C9","user","1","False","False"
"ID-E7A2658E68C6","ID-BB59BA877448","user","1","False","False"
"ID-7C2DD7533472","ID-BB59BA877448","user","1","False","False"
"ID-7C2DD7533472","ID-4900529DAD44","user","1","False","False"
"ID-5B7FE7B1D72A","ID-4900529DAD44","user","1","False","False"
"ID-5B7FE7B1D72A","ID-1C156453C2CB","user","1","False","False"
"ID-42263DF3ED77","ID-1C156453C2CB","user","1","False","False"
"ID-42263DF3ED77","ID-3ADDA9A42456","user","1","False","False"
"ID-4A4D1268C6E3","ID-3ADDA9A42456","user","1","False","False"
"ID-4A4D1268C6E3","ID-1345149330A8","user","1","False","False"
"ID-4B58A0AA8565","ID-1345149330A8","user","1","False","False"
"ID-4B58A0AA8565","ID-4CB6C749565A","user","1","False","False"
