"ConflictId","ConflictType","ShareId","ItemId","Identity","ShareRights","NtfsRights","Severity","Message"
"a8f39fc04799463890fb1ae47792d4af","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","a37ff4a73e2f4b079520bb27b47ca4db","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"b7903886d4ee40f7960d714b86fc89cf","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","a37ff4a73e2f4b079520bb27b47ca4db","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"5af71da7a4a04232826878a4dee28e20","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","2c75bae154bf4d53abe559bb1cde3388","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"2759b4467179497584e274fe95a0e7f4","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","2c75bae154bf4d53abe559bb1cde3388","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"8c3931104b1c4969b60f45aa83bc69a3","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","2c75bae154bf4d53abe559bb1cde3388","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"fd6ed5c5d5d64505a59e76e4f646fb03","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","1de22b5f75114abe8f3f6ab4c95d6128","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"d710e24a96a84773807395053468c04a","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","1de22b5f75114abe8f3f6ab4c95d6128","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"36b4a4c709fa42e0bb53aec5c7152a8d","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","1de22b5f75114abe8f3f6ab4c95d6128","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"586e53d7fa0b471c8e6b931c5d6da85a","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","ae548902fed640f2ad43019f848d4fc3","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"7a63c20775544a0296756b6f281684de","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","ae548902fed640f2ad43019f848d4fc3","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"3cd1bc6014574c099cb7f51d3a90e7de","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","ae548902fed640f2ad43019f848d4fc3","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"c139cee1d4a8464596fbe5530c2dec01","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","7030440b396347b380c0ff194c905709","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"358e807355bd4fa2bec223e20068bf4f","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","7030440b396347b380c0ff194c905709","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"a6cb9ea638e94a7aa77ec6bda66f63ae","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","7030440b396347b380c0ff194c905709","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"89d08142215b4dd9bf0ce9732428ad50","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","8a243447157b4275800562e7627bd0ce","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"46235ff3f149456b93672fe5fa928a32","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","8a243447157b4275800562e7627bd0ce","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"745dede5b59e4d14994aef475624a477","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","8a243447157b4275800562e7627bd0ce","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"8e32f7475090458798e4080f04e3c7bf","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","1fc5eb94c7a440d5a0a3a8df22958e23","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"0aee00f00ae04e4fbb069d225982ad98","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","1fc5eb94c7a440d5a0a3a8df22958e23","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"a31ae3207b1a470e99e3e00bda5a9078","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","1fc5eb94c7a440d5a0a3a8df22958e23","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"9794560c9cc443fa98a9dcbac5cf4dbf","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","fd790d6c2ee34353baf60d9405a2a946","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"dd4dcb0be10244fa9661ea3c487598ca","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","fd790d6c2ee34353baf60d9405a2a946","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"015bb1e3c0bb42a0b4b7a9f6f37e3fd3","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","fd790d6c2ee34353baf60d9405a2a946","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"88e9bffad8e047d0ab89e2c22ca4bf75","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","44ab3ba7809e48738f92009c0da71989","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"908e4712415e46b68560a083c9627de2","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","44ab3ba7809e48738f92009c0da71989","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"e5e53ea466d3414d8410c4bff17c2c24","NtfsIdentityMissingShareGate","share-WINSERVER-SSEngineering","44ab3ba7809e48738f92009c0da71989","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"84dd2f273ff048bd9a78435030a6ee9e","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","75c3878320644210b30001fbe727e855","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"8509fecd72fd4d03a81f98d0bfb70b0e","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","75c3878320644210b30001fbe727e855","NT AUTHORITY\SYSTEM","","0x10000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"b3374a55a6b84ad8b5df4a8e1ae9cfef","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","75c3878320644210b30001fbe727e855","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"2373038cbc014fff813656013b507719","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","75c3878320644210b30001fbe727e855","NT AUTHORITY\Authenticated Users","","0xFFFFFFFFE0010000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"49fc6d551e204b76bd07031db72bcca1","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","75c3878320644210b30001fbe727e855","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"3ee060d84dc94bc9a2ea9ff99a25331a","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","75c3878320644210b30001fbe727e855","BUILTIN\Users","","0xFFFFFFFFA0000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"4af3cee25d9e4afebca166180c989756","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","98a26998baf84a9fb8afd0a5d4f8a19b","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"d4995fbacecf49f28ffa430228acf8b0","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","98a26998baf84a9fb8afd0a5d4f8a19b","NT AUTHORITY\SYSTEM","","0x10000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"d9f900b61b9b4eafa7c21593d0449b3c","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","98a26998baf84a9fb8afd0a5d4f8a19b","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"04621b1fa0fb4c218ba54c14c5dc665d","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","98a26998baf84a9fb8afd0a5d4f8a19b","NT AUTHORITY\Authenticated Users","","0xFFFFFFFFE0010000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"caf85c692f8b4e3b99d366586342371c","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","98a26998baf84a9fb8afd0a5d4f8a19b","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"485cf19108a04aeaafb322f6e096c6f0","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","98a26998baf84a9fb8afd0a5d4f8a19b","BUILTIN\Users","","0xFFFFFFFFA0000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"ac177559196643aba8b9fb37cd87001f","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","de94f10027f944e6b9fca6d7e38162af","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"c7b371f06fdb40ffb9a07cefba46987d","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","de94f10027f944e6b9fca6d7e38162af","NT AUTHORITY\SYSTEM","","0x10000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"52436b82eec843f6968079df17f67b4b","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","de94f10027f944e6b9fca6d7e38162af","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"710672999bf846d0b885a9eb3672d0ee","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","de94f10027f944e6b9fca6d7e38162af","NT AUTHORITY\Authenticated Users","","0xFFFFFFFFE0010000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"f69234c441714c22a70db80b2b7ea02b","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","de94f10027f944e6b9fca6d7e38162af","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"b3539831d77d4827b980d19fa19846e8","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","de94f10027f944e6b9fca6d7e38162af","BUILTIN\Users","","0xFFFFFFFFA0000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"e665c2dc434b4807a16f6b175fbe83a5","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6b0f535720ec4414ba65a6d0c08da5d7","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"e5b2c43261514b77a4eb283e1eeaab07","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6b0f535720ec4414ba65a6d0c08da5d7","NT AUTHORITY\SYSTEM","","0x10000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"5e3b79901a424d5abb24f00318045fb8","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6b0f535720ec4414ba65a6d0c08da5d7","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"4f33e7c0373a43b990d6490e1ccab2da","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6b0f535720ec4414ba65a6d0c08da5d7","NT AUTHORITY\Authenticated Users","","0xFFFFFFFFE0010000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"8a36d8094f2a4251812aceec517553a9","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6b0f535720ec4414ba65a6d0c08da5d7","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"782b335a8785431294bbe07c94cf6877","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6b0f535720ec4414ba65a6d0c08da5d7","BUILTIN\Users","","0xFFFFFFFFA0000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"d419f9ab8e1b48c6a18355543ad0fb92","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","af25c0ef41c84f46b5171496635c538b","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"78b2d24ace7348fc9a7131779dfbd900","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","af25c0ef41c84f46b5171496635c538b","NT AUTHORITY\SYSTEM","","0x10000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"05fa2c6478f64343be7f781f7b477fde","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","af25c0ef41c84f46b5171496635c538b","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"91926a86fa404088a3d51104d6ff976e","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","af25c0ef41c84f46b5171496635c538b","NT AUTHORITY\Authenticated Users","","0xFFFFFFFFE0010000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"e9a56f17ec4543d89cf62d1619abce0a","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","af25c0ef41c84f46b5171496635c538b","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"9257f10ed0c2479d9fe49cccab8b509f","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","af25c0ef41c84f46b5171496635c538b","BUILTIN\Users","","0xFFFFFFFFA0000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"43ffca0348b9409d96d822cc4dec207f","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","27301720f19643f48de7cafbffeeece5","LAB\SS-ENT-0001-Editors","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"308a3db61bbc419a91f6840c0c44263e","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","27301720f19643f48de7cafbffeeece5","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"442e61ac1e0948f58a6285d1b4e4ffe7","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","27301720f19643f48de7cafbffeeece5","NT AUTHORITY\SYSTEM","","0x10000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"71f1fd3627aa49b083eae409c4ece44e","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","27301720f19643f48de7cafbffeeece5","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"27818ffacc20490480960834c4c28e90","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","27301720f19643f48de7cafbffeeece5","NT AUTHORITY\Authenticated Users","","0xFFFFFFFFE0010000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"f1e84f8c39e24bcca04b02e8d8e3d051","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","27301720f19643f48de7cafbffeeece5","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"265881c7033c4c9fa4809df499ccfa60","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","27301720f19643f48de7cafbffeeece5","BUILTIN\Users","","0xFFFFFFFFA0000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"520918ff809c4776a5d8e035f765e263","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6af867cd497748d49616149c52ae41a5","LAB\SS-ENT-0001-Editors","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"aeaa3d61d368464fbb3dad7186f84c4b","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6af867cd497748d49616149c52ae41a5","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"8a0d9f6f251040f4ac3032b604882b53","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6af867cd497748d49616149c52ae41a5","NT AUTHORITY\SYSTEM","","0x10000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"ea43b0a92fa34c25ab164f4d8b26572c","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6af867cd497748d49616149c52ae41a5","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"2de37798fc524040be219f1705ba0946","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6af867cd497748d49616149c52ae41a5","NT AUTHORITY\Authenticated Users","","0xFFFFFFFFE0010000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"2d928b7d97a44d26b536cdf274afa3ce","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6af867cd497748d49616149c52ae41a5","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"86597ba87de044b6866196729f9bedc2","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","6af867cd497748d49616149c52ae41a5","BUILTIN\Users","","0xFFFFFFFFA0000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"e6d78307e26b4b6986c20d07d709b431","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","132d45acf986433397b9399c8f342dc2","LAB\SS-ENT-0001-Editors","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"0d4913e6d33c4032a50efa83dcbc6202","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","132d45acf986433397b9399c8f342dc2","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"6aec5347121345fda36f2f41f10b71c1","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","132d45acf986433397b9399c8f342dc2","NT AUTHORITY\SYSTEM","","0x10000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"52b7012681bd47a9972c0f2c0bf16443","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","132d45acf986433397b9399c8f342dc2","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"9150db8dacc541bb9a34f47a18459312","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","132d45acf986433397b9399c8f342dc2","NT AUTHORITY\Authenticated Users","","0xFFFFFFFFE0010000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"58d495e4c8244979ba0040afed409ca1","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","132d45acf986433397b9399c8f342dc2","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"70eca4e1eae5488e9ee4bcd7794bed3e","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","132d45acf986433397b9399c8f342dc2","BUILTIN\Users","","0xFFFFFFFFA0000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"2daba3a476ce4fa098260e4b46791a95","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","b770925e4a274c71ac5453b6d28b3707","LAB\SS-ENT-0001-Editors","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"b03575206da248948f3f9946e79303b0","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","b770925e4a274c71ac5453b6d28b3707","NT AUTHORITY\SYSTEM","","FullControl","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"5fee196c1ca94d9ca55e37740480f401","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","b770925e4a274c71ac5453b6d28b3707","NT AUTHORITY\SYSTEM","","0x10000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"4ffc48d131d34ba19e6ae55ab1082cf1","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","b770925e4a274c71ac5453b6d28b3707","NT AUTHORITY\Authenticated Users","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"ad11b95d8b314812929a59f981479516","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","b770925e4a274c71ac5453b6d28b3707","NT AUTHORITY\Authenticated Users","","0xFFFFFFFFE0010000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"c51ada4f623b46aba6da9e78296b4af3","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","b770925e4a274c71ac5453b6d28b3707","BUILTIN\Users","","ReadAndExecute, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"1cc82a3826a349abab7c5ec6cc11989e","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","b770925e4a274c71ac5453b6d28b3707","BUILTIN\Users","","0xFFFFFFFFA0000000","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
"928cc116fdc34f59ab0043800053e6ef","NtfsIdentityMissingShareGate","share-WINSERVER-SSEnt0001","0f342bf5ea094a3cac756d481e2445a0","LAB\SS-ENT-0001-Editors","","Modify, Synchronize","High","NTFS grants rights to an identity that does not appear in the share-level permission gate."
